Time (sec), Avg. Response Time (us), Standard deviation (us)
485,15204.666666666666,25871.92
486,13242.0,16592.086666666666
487,10943.666666666666,7209.646666666667
488,11216.666666666666,7301.646666666667
489,11567.666666666666,7846.803333333333
490,12207.333333333334,11049.683333333334
491,11164.666666666666,8073.790000000001
492,12156.666666666666,9380.15
493,12580.333333333334,13759.409999999998
494,11824.333333333334,10449.98
495,11994.333333333334,9740.37
496,11549.0,8419.66
497,11847.0,7264.1033333333335
498,11282.333333333334,6496.84
499,12320.0,9786.466666666667
500,11570.666666666666,8134.593333333333
501,11304.333333333334,7347.436666666667
502,11109.666666666666,7851.036666666667
503,11028.666666666666,6853.740000000001
504,10610.0,5333.803333333333
505,10683.333333333334,5457.376666666666
506,12222.666666666666,10927.006666666668
507,11814.0,9805.43
508,11514.0,9024.233333333334
509,11656.0,9346.636666666667
510,10886.333333333334,8261.966666666665
511,12245.666666666666,12969.839999999998
512,12909.333333333334,12259.769999999999
513,11391.333333333334,8253.943333333335
514,13093.0,15809.550000000001
515,13287.0,18608.76
516,9951.0,9283.843333333332
517,10758.333333333334,6688.920000000001
518,11278.333333333334,6182.580000000001
519,14399.333333333334,22345.420000000002
520,12764.333333333334,15336.78
521,11372.666666666666,6968.139999999999
522,10849.666666666666,5592.083333333333
523,11466.666666666666,10103.636666666667
524,11147.0,8036.856666666667
525,12292.333333333334,11746.42
526,12119.333333333334,15446.31
527,11696.0,17247.11
528,11348.0,10748.276666666667
529,12027.0,9500.056666666667
530,12395.0,12686.026666666667
531,12209.333333333334,14976.416666666666
532,12155.333333333334,16209.033333333333
533,11750.666666666666,10803.41
534,10879.333333333334,6607.743333333333
535,11647.333333333334,12941.69
536,11760.333333333334,12297.933333333334
537,10969.0,7185.956666666666
538,11723.333333333334,8741.47
539,11460.333333333334,7504.003333333334
540,12833.666666666666,18922.31
541,12927.333333333334,17705.41
542,11663.333333333334,9506.343333333332
543,10954.666666666666,8520.63
544,12246.0,14345.333333333334
545,12306.333333333334,14086.036666666667
546,11086.333333333334,5655.516666666666
547,11971.333333333334,9937.773333333333
548,13197.666666666666,13768.279999999999
549,21447.0,39466.810000000005
550,16555.333333333332,28720.72
551,13647.0,21437.946666666667
552,10668.666666666666,7472.5199999999995
553,10947.666666666666,6084.25
554,11414.666666666666,6842.68
555,11575.333333333334,7038.213333333333
556,12412.666666666666,11902.956666666667
557,11553.333333333334,10389.256666666668
558,15192.333333333334,31051.763333333336
559,13217.0,17968.67
560,13548.666666666666,19849.233333333334
561,12947.333333333334,13771.506666666668
562,13806.666666666666,18188.429999999997
563,12294.333333333334,12389.783333333333
564,11115.0,7925.943333333334
565,10918.333333333334,8400.833333333334
566,10572.0,5469.826666666667
567,11135.333333333334,7849.966666666666
568,11944.0,13148.62
569,13514.666666666666,23057.053333333333
570,13067.666666666666,16224.283333333333
571,13874.666666666666,24141.093333333334
572,12611.0,17514.210000000003
573,13229.666666666666,13937.803333333335
574,12064.333333333334,11463.303333333335
575,11041.333333333334,7769.786666666667
576,11361.333333333334,8133.173333333333
577,13277.666666666666,18545.783333333333
578,14194.666666666666,19955.803333333333
579,12681.333333333334,16279.636666666667
580,13589.0,23139.76
581,12488.0,18883.146666666667
582,14471.0,20931.336666666666
583,15508.333333333334,25437.823333333334
584,13662.0,17217.13666666667
585,11604.666666666666,12502.996666666668
586,10789.0,6975.5
587,11258.333333333334,6378.036666666667
588,12258.666666666666,10514.846666666666
589,13129.666666666666,12189.933333333334
590,19568.0,56570.02
591,14839.666666666666,30526.52666666667
592,11972.333333333334,7196.826666666667
593,11774.666666666666,7142.696666666667
594,10798.333333333334,6218.579999999999
595,10876.333333333334,5964.41
596,10716.0,5431.686666666667
597,11250.0,7537.110000000001
598,12561.333333333334,10003.429999999998
599,11549.666666666666,7848.336666666666
600,11508.0,6567.826666666668
601,11069.666666666666,5812.046666666666
602,12307.666666666666,10495.216666666667
603,12639.666666666666,9876.033333333335
604,11259.666666666666,6880.653333333333
605,12683.333333333334,11187.19
606,12370.0,10514.71
607,11829.666666666666,10168.310000000001
608,13060.333333333334,21470.07
609,12246.666666666666,14557.816666666666
610,12266.333333333334,10558.196666666667
611,11068.666666666666,8536.553333333333
612,10884.0,5876.073333333334
613,10878.0,6403.076666666667
614,12131.0,9456.300000000001
615,11740.666666666666,7414.803333333333
616,10920.333333333334,5741.53
617,11392.333333333334,6838.586666666666
618,11240.333333333334,6012.926666666666
619,12445.333333333334,14281.283333333333
620,12739.0,14970.626666666665
621,11058.666666666666,6702.9766666666665
622,11837.333333333334,9741.82
623,11107.666666666666,7930.3533333333335
624,12190.0,16267.933333333334
625,13696.0,15943.556666666665
626,15673.0,33169.29
627,14949.666666666666,27089.64333333333
628,12045.666666666666,10367.806666666665
629,11068.666666666666,6308.233333333334
630,10642.333333333334,5759.576666666667
631,10937.333333333334,6619.93
632,13786.333333333334,17208.32
633,14639.0,22678.903333333332
634,13783.333333333334,15491.866666666667
635,11478.666666666666,7403.329999999999
636,11895.0,9581.833333333334
637,10812.333333333334,9546.526666666667
638,11209.333333333334,10667.763333333334
639,11548.333333333334,7658.116666666666
640,12985.0,12277.37
641,12423.333333333334,10162.793333333333
642,11434.333333333334,7177.150000000001
643,12095.333333333334,8798.133333333333
644,11613.333333333334,6930.913333333334
645,11390.333333333334,5755.7
646,13681.333333333334,21302.190000000002
647,15302.0,28106.670000000002
648,11759.333333333334,12954.246666666666
649,11169.666666666666,6847.653333333333
650,11554.333333333334,7189.38
651,11119.0,6481.32
652,10871.333333333334,5885.556666666667
653,12006.666666666666,11102.08
654,11673.0,9366.76
655,11243.333333333334,6804.9800000000005
656,11850.0,8305.026666666667
657,11468.0,8185.163333333333
658,11076.333333333334,6975.356666666667
659,10886.0,5558.843333333333
660,14156.333333333334,19240.066666666666
661,14422.666666666666,21311.07
662,14703.0,23559.963333333333
663,11635.0,14806.199999999999
664,10883.0,9486.453333333333
665,11227.0,7411.526666666668
666,11174.333333333334,6779.1466666666665
667,11395.333333333334,7960.323333333334
668,11194.333333333334,8260.636666666667
669,11310.0,6642.46
670,12138.333333333334,10830.890000000001
671,12900.0,11970.51
672,12500.666666666666,12459.92
673,12370.666666666666,13581.796666666667
674,12829.666666666666,14312.076666666666
675,11855.0,8758.703333333333
676,11100.666666666666,6463.366666666666
677,10762.666666666666,5432.183333333333
678,11103.0,6796.676666666666
679,13117.0,16527.4
680,12399.333333333334,12956.196666666665
681,14180.666666666666,17357.69
682,14075.666666666666,21446.600000000002
683,13708.666666666666,24250.153333333335
684,17025.0,27911.109999999997
685,15288.0,22528.503333333338
686,11683.333333333334,8757.686666666666
687,10971.333333333334,7017.04
688,10707.666666666666,6145.07
689,10725.666666666666,6025.083333333333
690,12069.666666666666,14861.513333333334
691,11970.0,12659.1
692,12250.666666666666,11263.106666666667
693,11843.666666666666,8244.029999999999
694,10884.333333333334,6650.2266666666665
695,10896.0,7937.31
696,11165.666666666666,6351.133333333332
697,11266.0,6357.93
698,10964.0,5770.826666666667
699,12497.666666666666,13537.23666666667
700,11893.666666666666,10236.02
701,10636.333333333334,5535.13
702,11302.0,6841.66
703,12352.666666666666,13086.066666666666
704,12621.666666666666,17289.896666666664
705,11726.0,13497.513333333334
706,11043.0,9487.546666666667
707,11572.666666666666,8978.863333333333
708,11045.333333333334,7286.126666666667
709,11157.333333333334,6922.41
710,13760.333333333334,19076.070000000003
711,13707.333333333334,18947.179999999997
712,10986.666666666666,7994.043333333334
713,12188.0,13703.836666666664
714,11638.0,11507.57
715,11728.666666666666,16206.856666666667
716,11222.333333333334,13491.146666666667
717,10730.333333333334,9159.263333333334
718,10936.333333333334,9138.083333333334
719,10399.333333333334,6953.84
720,11091.333333333334,7312.62
721,13061.0,15922.35
722,11335.333333333334,9741.390000000001
723,12759.0,11574.803333333335
724,11703.333333333334,10791.413333333334
725,11462.333333333334,8875.183333333332
726,10876.0,8565.023333333333
727,10657.333333333334,8128.363333333334
728,12721.333333333334,13778.133333333333
729,12059.666666666666,12617.73666666667
730,11578.0,10725.089999999998
731,12436.0,13468.576666666668
732,11284.0,9160.93
733,10775.333333333334,5828.7699999999995
734,10952.333333333334,5677.843333333333
735,11747.666666666666,13533.01
736,11590.666666666666,10437.22
737,12117.333333333334,17140.336666666666
738,13152.666666666666,20245.506666666668
739,12958.333333333334,16702.766666666666
740,11820.333333333334,19726.393333333337
741,11669.0,14726.300000000001
742,10986.333333333334,6481.8
743,11216.333333333334,7764.396666666667
744,12085.333333333334,9978.783333333333
745,11339.0,6840.41
746,16908.333333333332,50446.333333333336
747,14793.666666666666,33107.306666666664
748,11115.333333333334,10504.34
749,12272.333333333334,15584.460000000001
750,11140.333333333334,10387.576666666666
751,11541.666666666666,8918.596666666666
752,12141.0,14771.519999999999
753,11676.666666666666,11407.11
754,11119.666666666666,6219.383333333334
755,11736.333333333334,7944.016666666666
756,11971.333333333334,9639.49
757,10925.666666666666,10001.326666666666
758,10494.333333333334,5584.033333333334
759,10672.666666666666,5251.86
760,11661.666666666666,6607.493333333333
761,11933.0,8662.02
762,10835.666666666666,7427.043333333334
763,10079.666666666666,7376.436666666666
764,10298.333333333334,5812.133333333334
765,10947.666666666666,5841.96
766,11212.333333333334,6484.496666666666
767,15191.0,24823.61
768,14479.333333333334,23937.376666666667
769,10836.0,10380.586666666666
770,11120.333333333334,9130.566666666666
771,11947.666666666666,11788.47
772,10876.0,12340.693333333335
773,10783.333333333334,9419.666666666666
774,11690.0,8946.52
775,11581.666666666666,10243.603333333334
776,11121.666666666666,8818.0
777,10997.0,7203.126666666667
778,11150.333333333334,8656.583333333334
779,10548.333333333334,7927.013333333332
780,11098.333333333334,11502.01
781,11084.333333333334,8797.623333333333
782,10816.333333333334,7840.203333333334
783,14506.333333333334,22639.093333333334
784,14963.0,24112.180000000004
785,16682.333333333332,36057.04
786,14079.666666666666,23822.303333333333
787,11180.666666666666,9214.14
788,12658.666666666666,14126.39
789,11813.333333333334,9241.346666666666
790,10855.333333333334,5500.493333333333
791,10627.0,7618.016666666666
792,10991.666666666666,11215.466666666665
793,10700.0,9386.31
794,11451.333333333334,9096.28
795,11468.0,9233.136666666665
796,10913.0,10012.14
797,11827.666666666666,13674.236666666666
798,11153.333333333334,7921.606666666667
799,11366.0,7648.543333333334
800,12770.0,16002.720000000001
801,21420.666666666668,42244.96
802,19403.333333333332,41149.26
803,10075.666666666666,6097.613333333334
804,11501.0,18460.206666666665
805,12758.0,16452.663333333334
806,13063.0,13309.18
807,12283.666666666666,10774.97
808,11673.666666666666,8551.723333333333
809,10450.666666666666,6899.936666666666
810,10766.333333333334,6332.299999999999
811,11318.0,6776.5199999999995
812,13197.666666666666,21323.846666666668
813,13932.333333333334,20993.306666666667
814,12267.0,14323.553333333331
815,12187.0,11692.416666666666
816,11664.666666666666,10848.840000000002
817,10763.666666666666,7625.653333333333
818,12695.666666666666,13858.556666666665
819,14437.0,19084.563333333335
820,13254.0,16626.263333333332
821,13822.666666666666,17694.353333333333
822,13417.333333333334,16410.173333333332
823,12408.0,12025.916666666666
824,11762.666666666666,9894.973333333333
825,12046.333333333334,8749.51
826,12640.0,10874.973333333333
827,12506.666666666666,15759.13
828,11450.0,16050.81
829,10743.666666666666,10327.636666666667
830,12001.333333333334,10226.913333333332
831,12118.666666666666,9872.396666666667
832,11182.333333333334,8087.876666666666
833,11547.0,7577.803333333333
834,11487.0,6690.236666666667
835,11998.666666666666,8911.526666666667
836,12223.0,9795.666666666666
837,11486.666666666666,7478.406666666667
838,11648.333333333334,7492.826666666667
839,11403.333333333334,7275.150000000001
840,11946.333333333334,8767.083333333334
841,11373.666666666666,7104.913333333334
842,11112.333333333334,5761.186666666666
843,12470.666666666666,11343.1
844,11607.333333333334,10983.016666666668
845,12727.333333333334,12807.613333333333
846,13265.0,13321.519999999999
847,13568.333333333334,24789.426666666666
