Time (10 x sec), Avg. Response Time (us), Standard deviation (us)
239,12451.0,16539.1
240,11834.0,12245.27
241,11257.0,10635.36
242,12710.0,20561.25
243,11327.0,9914.24
244,12193.0,15537.43
245,11409.0,15332.23
246,11897.0,17684.71
247,12518.0,20196.96
248,11578.0,9659.13
249,12214.0,13549.73
250,13040.0,20377.72
251,12027.0,15507.69
252,11441.0,11291.95
253,12722.0,20092.55
254,11287.0,10056.93
255,12879.0,18875.25
256,12211.0,16523.9
257,12472.0,15710.88
258,12652.0,18426.37
259,12008.0,15010.3
260,12854.0,22096.95
261,10886.0,7075.27
262,11183.0,9002.8
263,11832.0,13627.21
264,11179.0,8115.75
265,12572.0,17311.42
266,11517.0,9526.55
267,12212.0,11468.69
268,12691.0,16135.17
269,12138.0,13723.29
270,12796.0,21397.77
271,12097.0,13700.49
272,12482.0,13898.23
273,13231.0,21602.75
274,12242.0,15447.66
275,11437.0,11093.07
276,12542.0,22422.88
277,11719.0,13557.49
278,11416.0,14548.75
279,11124.0,10631.04
280,12493.0,17753.44
281,11990.0,13754.38
282,11845.0,12240.36
283,12314.0,17288.26
284,11891.0,11867.39
285,11513.0,9661.42
286,11918.0,13780.94
287,12019.0,12564.11
288,11060.0,8420.81
289,12854.0,17106.89
290,12423.0,15197.64
291,11881.0,12608.19
292,11582.0,9762.49
293,11808.0,12435.41
294,11290.0,9487.76
295,11792.0,16949.47
296,12521.0,14850.74
297,12961.0,19644.79
298,12579.0,15548.76
299,12613.0,14304.05
300,12136.0,18515.98
301,11467.0,13244.93
302,11698.0,13955.51
303,13189.0,20888.69
304,11737.0,12447.02
305,11626.0,10474.88
306,12451.0,11827.32
307,12402.0,17807.37
308,12334.0,14380.57
309,11593.0,12586.38
310,12522.0,17791.01
311,12656.0,20313.05
312,11755.0,15890.4
313,11742.0,12321.56
314,12251.0,13048.95
315,11857.0,13640.39
316,11823.0,11838.19
317,12135.0,14425.29
318,11394.0,8680.52
319,12724.0,16950.21
320,12999.0,21196.21
321,12847.0,13945.75
322,12527.0,17120.97
323,12511.0,14919.61
324,12871.0,17805.36
325,12201.0,16091.25
326,12908.0,20888.31
327,12036.0,15214.64
328,12580.0,18919.82
329,12686.0,21073.99
330,11460.0,11820.84
331,12779.0,24760.07
332,11319.0,11200.73
333,12232.0,14434.54
334,12277.0,17755.1
335,13253.0,25038.77
336,13044.0,18784.51
337,12032.0,13343.59
338,12305.0,18880.91
339,12301.0,15143.42
340,11687.0,12444.7
341,12552.0,15907.41
342,11737.0,14634.4
343,12687.0,16315.15
344,13093.0,18638.64
345,12426.0,15552.42
346,12825.0,19618.75
347,11912.0,11804.78
348,11874.0,12939.59
349,12256.0,12795.16
350,12082.0,10703.78
351,12271.0,14562.07
352,12397.0,15406.8
353,12366.0,14147.3
354,11720.0,13691.8
355,11739.0,12602.28
356,12320.0,16555.18
357,12114.0,15569.51
358,11619.0,9317.47
359,11417.0,10741.27
360,11469.0,17584.1
